text,aspect,sentiment,is_implicit,prediction
"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",escargot,negative,True,negative
it is a cozy place to go with a couple of friends.,place,positive,False,positive
"The service is always great, and the owner walks around to make sure you enjoy.",service,positive,False,positive
"The service is always great, and the owner walks around to make sure you enjoy.",owner,positive,True,positive
because the waiters need SEVERE ATTITUE ADJUSTMENTS.,waiters,negative,True,negative
the food is delicious and highly recommended.,food,positive,False,positive
"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???",waiter,negative,True,negative
Dieters stick to salads or indulge in vegetarian platters.,salads,positive,True,neutral
Dieters stick to salads or indulge in vegetarian platters.,vegetarian platters,positive,True,positive
So for a filling and healthy meal give it a go.,meal,positive,False,positive
"Since I cook for a living, I'm very fussy about the food I eat in restaurants.",food,neutral,False,neutral
The service was outstanding.,service,positive,False,positive
My friends and I stop here for pizza before hitting the Kips Bay movie theater.,pizza,neutral,True,neutral
We always enjoy the pizza.,pizza,positive,False,positive
The service is pretty good.,service,positive,False,positive
"Yum, the chicken is great here.",chicken,positive,False,positive
"The food here was great, a treat from beginning to end.",food,positive,False,positive
The host (owner) and servers are personable and caring.,host (owner),positive,False,positive
The host (owner) and servers are personable and caring.,servers,positive,False,positive
"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",food,positive,True,positive
"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",atmosphere,positive,True,positive
"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",hostess,positive,False,positive
The food is very good and the service is great.,food,positive,False,positive
The food is very good and the service is great.,service,positive,False,positive
I usually get one the Vietnamese Beef Noodle Soup.,Vietnamese Beef Noodle Soup,neutral,True,neutral
We were wondering why they were there to make our dining experience miserable?,dining experience,negative,False,negative
"This place has the best Indian food in New York, hands down.",Indian food,positive,False,positive
The waiters are very friendly and helpful and if you frequent they will remember you.,waiters,positive,False,positive
Intimate but charming interior with extremely friendly and attentive service.,interior,positive,False,positive
Intimate but charming interior with extremely friendly and attentive service.,service,positive,False,positive
The food was as creative as the decor and both worked.,food,positive,False,positive
The food was as creative as the decor and both worked.,decor,positive,False,positive
"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",menu,positive,False,positive
"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",selection,positive,False,positive
The sauce is zesty and flavorful and the crust is nice and crispy.,sauce,positive,False,positive
The sauce is zesty and flavorful and the crust is nice and crispy.,crust,positive,False,positive
This place has the best sushi in the city.,sushi,positive,False,positive
They have an excellent selection (the rolls with crab are really great).,selection,positive,False,positive
They have an excellent selection (the rolls with crab are really great).,rolls with crab,positive,False,positive
"Everyone who works there (the host, the bartender, the servers) is so helpful.",host,positive,False,positive
"Everyone who works there (the host, the bartender, the servers) is so helpful.",bartender,positive,False,positive
"Everyone who works there (the host, the bartender, the servers) is so helpful.",servers,positive,False,positive
And the food is fantastic.,food,positive,False,positive
Favourites include: potato spinach gnocchi and the lamb.,potato spinach gnocchi,positive,False,positive
Favourites include: potato spinach gnocchi and the lamb.,lamb,positive,False,positive
"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport.",lunch,neutral,True,neutral
But regulars know that the sandwiches are the real star here.,sandwiches,positive,False,positive
The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,port,positive,False,positive
The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,Portuguese cheese cart,positive,False,positive
My friend had a burger and I had these wonderful blueberry pancakes.,burger,neutral,True,neutral
My friend had a burger and I had these wonderful blueberry pancakes.,blueberry pancakes,positive,False,positive
We were so happy with our food and were even more thrilled when we saw the bill.,food,positive,False,positive
We were so happy with our food and were even more thrilled when we saw the bill.,bill,positive,False,positive
"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.",toppings,positive,False,positive
"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made.",crust,positive,False,positive
We've always gotten amazing service and we love the food.,service,positive,False,positive
We've always gotten amazing service and we love the food.,food,positive,False,positive
"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative.",waitstaff,positive,False,positive
"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative.",food,positive,False,positive
I'm in love with the lobster ravioli!,lobster ravioli,positive,False,positive
We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.,meal,positive,False,positive
"Service is excellent, no wait, and you get a lot for the price.",Service,positive,False,positive
"Service is excellent, no wait, and you get a lot for the price.",price,positive,True,positive
"Service is excellent, no wait, and you get a lot for the price.",wait,positive,False,positive
I thought the food isn't cheap at all compared to Chinatown.,food,negative,False,positive
Coffee is a better deal than overpriced Cosi sandwiches.,Coffee,positive,False,positive
Coffee is a better deal than overpriced Cosi sandwiches.,Cosi sandwiches,negative,False,negative
We didn't know if we should order a drink or leave?,drink,neutral,True,neutral
") It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits.",prices,positive,False,positive
The food is so good and so popular that waiting can really be a nightmare.,food,positive,False,positive
The food is so good and so popular that waiting can really be a nightmare.,waiting,negative,False,negative
First walking in the place seemed to have great ambience.,place,positive,True,positive
First walking in the place seemed to have great ambience.,ambience,positive,False,positive
I went to Kitchenette this weekend for brunch.,brunch,neutral,True,neutral
Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).,food,positive,False,positive
"Then they somehow made a dry and burnt crust, around a raw and cold inside.",crust,negative,False,negative
"It's just good food, nothing more and that's all we want!",food,positive,False,positive
Average cake thats been courted by a LOT of hype.,cake,negative,False,neutral
My wife and I recently visited the bistro for dinner and had a wonderful experience.,dinner,neutral,False,positive
THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,SERVICE,positive,False,positive
The $72 Delmonico steak had to be sent back because it was not cooked to order.,Delmonico steak,negative,False,negative
Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.,menu,negative,True,neutral
Half a chicken with a mountain of rice and beans for $6.25.,rice,neutral,True,neutral
Half a chicken with a mountain of rice and beans for $6.25.,beans,neutral,True,positive
Half a chicken with a mountain of rice and beans for $6.25.,chicken,neutral,True,neutral
"The service is really fast and friendly, and the value is great.",service,positive,False,positive
"The service is really fast and friendly, and the value is great.",value,positive,False,positive
We were very impressed with the food and value.,food,positive,False,positive
We were very impressed with the food and value.,value,positive,False,positive
You must try the garlic soup!,garlic soup,positive,False,positive
"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",falafel,positive,False,positive
"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",tabouleh,positive,False,positive
"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",humus,positive,False,positive
"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive.",Mediterranean delights,positive,False,positive
"The pizza's are made fresh, crispy, and ready to serve.",pizza's,positive,False,positive
Staff is accomodating make sure you are satified.,Staff,positive,False,positive
Chef Waldy's always measures up.,Chef,positive,True,positive
Reasonably priced with very fresh sushi.,sushi,positive,False,positive
Reasonably priced with very fresh sushi.,priced,positive,False,positive
Go for the Seafood Paella for two.,Seafood Paella for two,positive,True,positive
All of the apetizers are good and the Sangria is very good.,apetizers,positive,False,positive
All of the apetizers are good and the Sangria is very good.,Sangria,positive,False,positive
"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",service,positive,False,positive
"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",server,positive,False,positive
The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,staff,positive,False,positive
The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,food,positive,False,positive
Service is usually pretty good.,Service,positive,False,positive
Host and Hostess was quite rude.,Host,negative,False,negative
Host and Hostess was quite rude.,Hostess,negative,False,negative
"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",wait staff,positive,False,positive
"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.",meal,positive,False,positive
I recommend any of their salmon dishes......,salmon dishes,positive,False,positive
The foie gras was sweet and luscious.,foie gras,positive,False,positive
"The menu, which changes seasonally, shows both regional and international influences.",menu,neutral,False,positive
but their mac cheese was YUMMY!,mac cheese,positive,False,positive
their brunch menu had something for everyone.,brunch menu,positive,True,positive
jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,jazz singer,positive,False,positive
They have very quick service which is great when you don't have much time.,service,positive,False,positive
"The food is average: breakfast food, soups, salads, sandwiches, etc.",food,neutral,False,neutral
"The food is average: breakfast food, soups, salads, sandwiches, etc.",breakfast food,neutral,False,neutral
"The food is average: breakfast food, soups, salads, sandwiches, etc.",soups,neutral,False,neutral
"The food is average: breakfast food, soups, salads, sandwiches, etc.",salads,neutral,False,neutral
"The food is average: breakfast food, soups, salads, sandwiches, etc.",sandwiches,neutral,False,neutral
I WAS HIGHLY DISAPPOINTED BY THE FOOD.,FOOD,negative,False,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",BANANA PUDDING,negative,True,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",CRABCAKES,negative,False,negative
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",MAC AND CHEESE,negative,False,negative
"The staff is arrogant, the prices are way high for Brooklyn.",staff,negative,False,negative
"The staff is arrogant, the prices are way high for Brooklyn.",prices,negative,False,negative
the service is prompt friendly.,service,positive,False,positive
This is literally a hot spot when it comes to the food.,food,positive,False,positive
The downstairs bar scene is very cool and chill...,downstairs bar scene,positive,False,positive
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",food,positive,False,positive
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",price,negative,True,negative
"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)...",drinks,neutral,True,neutral
I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.,casual lunches,neutral,True,positive
If you are a Tequila fan you will not be disappointed.,Tequila,positive,False,positive
"Great beer selection too, something like 50 beers.",beer selection,positive,False,positive
"Great beer selection too, something like 50 beers.",beers,neutral,False,positive
Not to sound too negative but be wary of the delivary.,delivary,negative,False,negative
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",food,positive,False,positive
"I found the food to be just as good as its owner, Da Silvano, just much less expensive.",owner,positive,False,positive
They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,homemade pastas,positive,True,positive
They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,gnocchi,positive,False,positive
"My vegetable risotto was burnt, and infused totally in a burnt flavor.",vegetable risotto,negative,False,negative
"My vegetable risotto was burnt, and infused totally in a burnt flavor.",flavor,negative,False,negative
The main draw of this place is the price.,price,positive,False,positive
How can hope to stay in business with service like this?,service,negative,True,negative
"But dinner here is never disappointing, even if the prices are a bit over the top.",dinner,positive,False,positive
"But dinner here is never disappointing, even if the prices are a bit over the top.",prices,negative,False,negative
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",sandwiches,positive,False,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",soup,positive,False,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",pizza,positive,False,positive
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",homemade sorbets,positive,False,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",homemade Guacamole,positive,False,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",entree,positive,False,positive
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",deserts,positive,False,positive
The sushi is reasonably priced and fresh.,sushi,positive,False,positive
The sushi is reasonably priced and fresh.,priced,positive,False,positive
Save room for deserts - they're to die for.,deserts,positive,False,positive
Best things to order are from the grill (Churrasco and Ribs).,grill,positive,True,positive
Best things to order are from the grill (Churrasco and Ribs).,Churrasco,positive,True,positive
Best things to order are from the grill (Churrasco and Ribs).,Ribs,positive,True,positive
The traditional Italian items are great - cheap and served in a cozy setting.,traditional Italian items,positive,False,positive
The traditional Italian items are great - cheap and served in a cozy setting.,setting,positive,False,positive
The traditional Italian items are great - cheap and served in a cozy setting.,served,positive,True,positive
Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,iced blended mocha,positive,True,positive
Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,hot white mocha,positive,True,positive
last Tuesday for a late lunch with a friend.,late lunch,neutral,True,neutral
Another friend had to ask 3 times for parmesan cheese.,parmesan cheese,neutral,True,neutral
"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",waitress,negative,True,negative
"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",food,neutral,True,neutral
"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",wine,neutral,True,neutral
"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",service,negative,False,negative
"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",portions,negative,False,negative
The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,salad,neutral,True,negative
The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,salad dressing,neutral,True,neutral
The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,quesedilla,neutral,True,neutral
"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.",pizza's,positive,False,positive
"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",service,negative,False,negative
"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",food,negative,False,negative
"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",cost,negative,True,negative
Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,food,positive,False,positive
Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,staff,positive,False,positive
I had to wait for my friend at the bar for a few minutes,bar,neutral,True,neutral
"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.",Chef,positive,False,positive
"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.",Indian food,positive,False,positive
"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.",service,positive,False,positive
"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Odessa stew,positive,False,positive
"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Rabbit stew,positive,False,positive
"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",salads,positive,False,positive
"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",kompot,positive,False,positive
My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.,lunch,positive,False,positive
"When she complained, the waitress said, Sorry.",waitress,neutral,True,negative
The quality of the meat was on par with your local grocery store.,quality of the meat,negative,False,neutral
They specialize in smoothies and fresh juices.,smoothies,positive,True,positive
They specialize in smoothies and fresh juices.,fresh juices,positive,True,positive
"I recommend the black roasted codfish, it was the best dish of the evening.",black roasted codfish,positive,False,positive
"I recommend the black roasted codfish, it was the best dish of the evening.",dish,positive,False,positive
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,waiter,negative,False,negative
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,menu,neutral,True,neutral
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,manager,neutral,True,positive
"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.",taste,negative,False,negative
"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.",chicken,negative,False,negative
"during busy hrs, i recommend that you make a reservation.",reservation,neutral,False,neutral
I went to Common Stock for brunch and I was so impressed.,brunch,neutral,False,neutral
"now called nikki sushi, sushi is OK.",sushi,neutral,False,neutral
The food is also outstanding and is served quite quickly.,food,positive,False,positive
The food is also outstanding and is served quite quickly.,served,positive,False,positive
"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",erbazzone emiliana,positive,True,positive
"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",mostarda on the cheese plate,positive,True,positive
"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",dishes,positive,True,positive
The food is delicious and the bar has a great vibe.,food,positive,False,positive
The food is delicious and the bar has a great vibe.,bar,positive,False,positive
The food is delicious and the bar has a great vibe.,vibe,positive,False,positive
There's candlelight and music.,candlelight,neutral,True,positive
There's candlelight and music.,music,neutral,True,positive
Simple healthy unglamorous food cheap.,food,positive,False,positive
"It was such a fantastic dining experience, that I returned again the same week.",dining experience,positive,False,positive
"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",food,positive,False,positive
"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",service,positive,False,positive
The place is absolutely adorable and the food is delicious.,place,positive,False,positive
The place is absolutely adorable and the food is delicious.,food,positive,False,positive
I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,Chicken Teriyaki,neutral,True,neutral
I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,Garlic Shrimp,neutral,True,neutral
I've had better Japanese food at a mall food court.,Japanese food,negative,False,negative
The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,staff members,positive,False,positive
The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,drink,neutral,True,neutral
Cool atmosphere but such a let down.,atmosphere,positive,False,positive
"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",Sashimi portion,positive,False,positive
"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",artifical lobster meat,negative,False,negative
They have wheat crusted pizza made with really fresh and yummy ingredients.,wheat crusted pizza,positive,True,positive
They have wheat crusted pizza made with really fresh and yummy ingredients.,ingredients,positive,False,positive
"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",dinner,positive,False,positive
"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",food,positive,False,positive
"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",service,positive,False,positive
"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",cake,positive,False,positive
"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",staff,negative,False,negative
"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",slices,negative,False,neutral
We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,wait staff,negative,False,negative
"The wine list is extensive, well priced and covers alot of regions.",wine list,positive,False,positive
"The wine list is extensive, well priced and covers alot of regions.",priced,positive,False,positive
Go here if you want fresh and tasty salads of any type you can imagine.,salads,positive,False,positive
Everything about this place is adorable - even the bathroom!,bathroom,positive,False,positive
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",delivers,positive,False,positive
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",food,positive,False,positive
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",prices,positive,False,positive
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",service,positive,False,positive
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",repast,positive,False,positive
THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,WAITERS,neutral,True,negative
IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.,ITALIAN MEAL,neutral,False,positive
It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,pizza,positive,False,positive
I asked for a simple medium rare steak.,steak,neutral,False,neutral
"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.",organic grilled burgers,positive,False,positive
"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.",dish,positive,False,positive
"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.",Jerusalem market-style falafel wraps,positive,False,positive
"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.","Mediterranean salads--layered with beets, goat cheese and walnuts",positive,False,positive
"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",dining experience,negative,False,negative
"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",waiter,neutral,True,negative
"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",texture,positive,False,positive
"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",hint of cocoa,positive,False,positive
Ask for the round corner table next to the large window.,round corner table next to the large window,positive,True,positive
"Their twist on pizza is heatlhy, but full of flavor.",flavor,positive,False,positive
"Their twist on pizza is heatlhy, but full of flavor.",twist on pizza,positive,False,positive
The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,AC,negative,False,negative
"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",service,negative,False,negative
"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",sales people,negative,False,negative
"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure.",location,negative,False,negative
Didn't seem like any effort was made to the display and quality of the food.,display and quality of the food,negative,True,negative
The food--though mostly deep-fried--is simple and satisfying.,food,positive,False,positive
"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT.",food,positive,False,positive
The food was excellent - authentic Italian cuisine made absolutely fresh.,food,positive,False,positive
The food was excellent - authentic Italian cuisine made absolutely fresh.,Italian cuisine,positive,False,positive
At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered.,atmoshere,positive,False,positive
"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",booth by the windows,neutral,True,positive
"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",place,positive,False,positive
"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",food,positive,False,positive
"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service.",service,positive,False,positive
I would only go for the coffee which is way better than Starbucks or the like.,coffee,positive,False,positive
Somewhat disappointing wine list (only new vintages.,wine list,negative,False,negative
Somewhat disappointing wine list (only new vintages.,vintages,negative,True,negative
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!,priced,negative,False,negative
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!,food,negative,False,negative
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!,scenery,negative,True,negative
new hamburger with special sauce is ok - at least better than big mac!,new hamburger with special sauce,positive,False,neutral
new hamburger with special sauce is ok - at least better than big mac!,big mac,negative,False,negative
"Perfectly al dente pasta, not drowned in sauce -- generous portions.",pasta,positive,False,positive
"Perfectly al dente pasta, not drowned in sauce -- generous portions.",sauce,neutral,False,neutral
"Perfectly al dente pasta, not drowned in sauce -- generous portions.",portions,positive,False,positive
"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area.",prices,negative,True,negative
"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area.",food,negative,True,negative
Service was awful - mostly because staff were overwhelmed on a Saturday night.,Service,negative,False,negative
Service was awful - mostly because staff were overwhelmed on a Saturday night.,staff,negative,False,negative
"To the owners; good job guys, this place is a keeper!",owners,positive,False,positive
and the owner is simply lovely and friendly.,owner,positive,False,positive
This little place is wonderfully warm welcoming.,place,positive,False,positive
perfect for a quick meal.,meal,positive,False,positive
Has the warmth of a family local yet it is a great place to watch sporting events.,place,positive,False,positive
"The service was great, and they have a whole great deal for birthdays.",service,positive,False,positive
The staff is 100% Italian and the food is as authentic as it gets.,staff,positive,True,positive
The staff is 100% Italian and the food is as authentic as it gets.,food,positive,False,positive
My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.,fortune cookies,negative,False,negative
My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.,cookie,negative,True,negative
Good for a quick sushi lunch.,sushi lunch,positive,False,positive
Have a mojito and sit in the back patio.,mojito,positive,True,positive
Have a mojito and sit in the back patio.,back patio,positive,True,positive
The service was dreadfully slow (the place was only half full) and a smile would have been nice...,service,negative,False,negative
I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.,meal,positive,False,positive
I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.,braised lamb shank with mashed potatoes,positive,True,positive
The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,waitress,negative,True,negative
The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,soy sauce,neutral,True,neutral
The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,lunch,neutral,True,neutral
"So we sat at the bar, the bartender didn't seem like he wanted to be there.",bar,neutral,True,neutral
"So we sat at the bar, the bartender didn't seem like he wanted to be there.",bartender,negative,True,negative
"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",fried pork dumplings,positive,False,positive
"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",orange chicken/beef,positive,False,positive
"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice.",fried rice,positive,False,positive
You will not be dissapointed by any of the choices in the menu.,menu,positive,False,positive
The french fries -- with the kalmata dip were terrific!,french fries -- with the kalmata dip,positive,False,positive
"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",wait,negative,True,negative
"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",manager,negative,True,negative
"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",bartender,neutral,True,negative
